"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"06.07.2017 04:45 - 06.07.2017 05:00","64323","65509"
"06.07.2017 05:00 - 06.07.2017 05:15","66710","67540"
"06.07.2017 05:15 - 06.07.2017 05:30","67850","69175"
"06.07.2017 05:30 - 06.07.2017 05:45","69013","70467"
"06.07.2017 05:45 - 06.07.2017 06:00","70140","71549"
"06.07.2017 06:00 - 06.07.2017 06:15","71221","72302"
"06.07.2017 06:15 - 06.07.2017 06:30","71617","72974"
"06.07.2017 06:30 - 06.07.2017 06:45","71945","73777"
"06.07.2017 06:45 - 06.07.2017 07:00","72286","74250"
"06.07.2017 07:00 - 06.07.2017 07:15","72290","73716"
"06.07.2017 07:15 - 06.07.2017 07:30","72624","74360"
"06.07.2017 07:30 - 06.07.2017 07:45","73124","75190"
"06.07.2017 07:45 - 06.07.2017 08:00","73373","75602"
"06.07.2017 08:00 - 06.07.2017 08:15","73554","76146"
"06.07.2017 08:15 - 06.07.2017 08:30","73897","76589"
"06.07.2017 08:30 - 06.07.2017 08:45","74334","77306"
"06.07.2017 08:45 - 06.07.2017 09:00","74484","77797"
"06.07.2017 09:00 - 06.07.2017 09:15","74986","78018"
"06.07.2017 09:15 - 06.07.2017 09:30","76100","78393"
"06.07.2017 09:30 - 06.07.2017 09:45","76486","78863"
"06.07.2017 09:45 - 06.07.2017 10:00","75905","78852"
"06.07.2017 10:00 - 06.07.2017 10:15","75828","78264"
"06.07.2017 10:15 - 06.07.2017 10:30","75704","77961"
"06.07.2017 10:30 - 06.07.2017 10:45","75632","78040"
"06.07.2017 10:45 - 06.07.2017 11:00","75640","78071"
"06.07.2017 11:00 - 06.07.2017 11:15","75164","78240"
"06.07.2017 11:15 - 06.07.2017 11:30","75058","78014"
"06.07.2017 11:30 - 06.07.2017 11:45","74631","77405"
"06.07.2017 11:45 - 06.07.2017 12:00","73745","76778"
"06.07.2017 12:00 - 06.07.2017 12:15","73590","76621"
"06.07.2017 12:15 - 06.07.2017 12:30","73217","76610"
"06.07.2017 12:30 - 06.07.2017 12:45","73033","76710"
"06.07.2017 12:45 - 06.07.2017 13:00","73234","76577"
"06.07.2017 13:00 - 06.07.2017 13:15","73352","76658"
"06.07.2017 13:15 - 06.07.2017 13:30","72489","76367"
"06.07.2017 13:30 - 06.07.2017 13:45","72021","75968"
"06.07.2017 13:45 - 06.07.2017 14:00","71480","75449"
"06.07.2017 14:00 - 06.07.2017 14:15","71512","75006"
"06.07.2017 14:15 - 06.07.2017 14:30","71353","74762"
"06.07.2017 14:30 - 06.07.2017 14:45","71158","74252"
"06.07.2017 14:45 - 06.07.2017 15:00","70655","73963"
"06.07.2017 15:00 - 06.07.2017 15:15","70508","73635"
"06.07.2017 15:15 - 06.07.2017 15:30","70383","73275"
"06.07.2017 15:30 - 06.07.2017 15:45","70477","73099"
"06.07.2017 15:45 - 06.07.2017 16:00","70023","72755"
"06.07.2017 16:00 - 06.07.2017 16:15","69405","72425"
"06.07.2017 16:15 - 06.07.2017 16:30","69272","71914"
"06.07.2017 16:30 - 06.07.2017 16:45","69192","72018"
"06.07.2017 16:45 - 06.07.2017 17:00","69228","72009"
"06.07.2017 17:00 - 06.07.2017 17:15","69078","71754"
"06.07.2017 17:15 - 06.07.2017 17:30","68694","71401"
"06.07.2017 17:30 - 06.07.2017 17:45","68363","71093"
"06.07.2017 17:45 - 06.07.2017 18:00","67775","70298"
"06.07.2017 18:00 - 06.07.2017 18:15","66842","69117"
"06.07.2017 18:15 - 06.07.2017 18:30","66084","68164"
"06.07.2017 18:30 - 06.07.2017 18:45","65238","66891"
"06.07.2017 18:45 - 06.07.2017 19:00","64547","66307"
"06.07.2017 19:00 - 06.07.2017 19:15","63633","65299"
"06.07.2017 19:15 - 06.07.2017 19:30","63328","64895"
"06.07.2017 19:30 - 06.07.2017 19:45","62677","64489"
"06.07.2017 19:45 - 06.07.2017 20:00","62466","63924"
"06.07.2017 20:00 - 06.07.2017 20:15","62131","64034"
"06.07.2017 20:15 - 06.07.2017 20:30","61423","63223"
"06.07.2017 20:30 - 06.07.2017 20:45","60296","62339"
"06.07.2017 20:45 - 06.07.2017 21:00","58973","61119"
"06.07.2017 21:00 - 06.07.2017 21:15","57293","59105"
"06.07.2017 21:15 - 06.07.2017 21:30","56287","57999"
"06.07.2017 21:30 - 06.07.2017 21:45","55252","57173"
"06.07.2017 21:45 - 06.07.2017 22:00","54362","56167"
"06.07.2017 22:00 - 06.07.2017 22:15","53727","55141"
"06.07.2017 22:15 - 06.07.2017 22:30","53240","54345"
"06.07.2017 22:30 - 06.07.2017 22:45","52677","53618"
"06.07.2017 22:45 - 06.07.2017 23:00","52045","53126"
"06.07.2017 23:00 - 06.07.2017 23:15","51250","52302"
"06.07.2017 23:15 - 06.07.2017 23:30","50792","52061"
"06.07.2017 23:30 - 06.07.2017 23:45","50338","51799"
"06.07.2017 23:45 - 07.07.2017 00:00","50026","51683"
"07.07.2017 00:00 - 07.07.2017 00:15","49846","51238"
"07.07.2017 00:15 - 07.07.2017 00:30","49570","51730"
"07.07.2017 00:30 - 07.07.2017 00:45","49607","51805"
"07.07.2017 00:45 - 07.07.2017 01:00","49472","51864"
"07.07.2017 01:00 - 07.07.2017 01:15","49593","51663"
"07.07.2017 01:15 - 07.07.2017 01:30","49581","51698"
"07.07.2017 01:30 - 07.07.2017 01:45","49531","51551"
"07.07.2017 01:45 - 07.07.2017 02:00","49559","51390"
"07.07.2017 02:00 - 07.07.2017 02:15","50085","51539"
"07.07.2017 02:15 - 07.07.2017 02:30","50419","51605"
"07.07.2017 02:30 - 07.07.2017 02:45","50844","51924"
"07.07.2017 02:45 - 07.07.2017 03:00","51306","52484"
"07.07.2017 03:00 - 07.07.2017 03:15","52527","53616"
"07.07.2017 03:15 - 07.07.2017 03:30","53029","54508"
"07.07.2017 03:30 - 07.07.2017 03:45","54069","55498"
"07.07.2017 03:45 - 07.07.2017 04:00","55601","57239"
"07.07.2017 04:00 - 07.07.2017 04:15","58956","60632"
"07.07.2017 04:15 - 07.07.2017 04:30","60949","63052"
"07.07.2017 04:30 - 07.07.2017 04:45","62748","65136"
"07.07.2017 04:45 - 07.07.2017 05:00","64223","66945"
"07.07.2017 05:00 - 07.07.2017 05:15","66466","69083"
"07.07.2017 05:15 - 07.07.2017 05:30","67884","70333"
"07.07.2017 05:30 - 07.07.2017 05:45","69111","71626"
"07.07.2017 05:45 - 07.07.2017 06:00","70154","72684"
"07.07.2017 06:00 - 07.07.2017 06:15","71544","73790"
"07.07.2017 06:15 - 07.07.2017 06:30","72124","74403"
"07.07.2017 06:30 - 07.07.2017 06:45","72718","74966"
"07.07.2017 06:45 - 07.07.2017 07:00","72843","75260"
"07.07.2017 07:00 - 07.07.2017 07:15","72988","75107"
"07.07.2017 07:15 - 07.07.2017 07:30","73330","76089"
"07.07.2017 07:30 - 07.07.2017 07:45","73880","76929"
"07.07.2017 07:45 - 07.07.2017 08:00","74320","77692"
"07.07.2017 08:00 - 07.07.2017 08:15","74710","77725"
"07.07.2017 08:15 - 07.07.2017 08:30","75154","77988"
"07.07.2017 08:30 - 07.07.2017 08:45","75479","78129"
"07.07.2017 08:45 - 07.07.2017 09:00","75769","78667"
"07.07.2017 09:00 - 07.07.2017 09:15","76230","78972"
"07.07.2017 09:15 - 07.07.2017 09:30","76447","79556"
"07.07.2017 09:30 - 07.07.2017 09:45","76620","79899"
"07.07.2017 09:45 - 07.07.2017 10:00","76122","79164"
"07.07.2017 10:00 - 07.07.2017 10:15","75954","78297"
"07.07.2017 10:15 - 07.07.2017 10:30","75723","77915"
"07.07.2017 10:30 - 07.07.2017 10:45","75388","77313"
"07.07.2017 10:45 - 07.07.2017 11:00","75336","77299"
"07.07.2017 11:00 - 07.07.2017 11:15","74529","77106"
"07.07.2017 11:15 - 07.07.2017 11:30","74349","76605"
"07.07.2017 11:30 - 07.07.2017 11:45","73830","76021"
"07.07.2017 11:45 - 07.07.2017 12:00","73027","75455"
"07.07.2017 12:00 - 07.07.2017 12:15","72479","75339"
"07.07.2017 12:15 - 07.07.2017 12:30","72114","75515"
"07.07.2017 12:30 - 07.07.2017 12:45","71768","75249"
"07.07.2017 12:45 - 07.07.2017 13:00","71740","74940"
"07.07.2017 13:00 - 07.07.2017 13:15","71837","74943"
"07.07.2017 13:15 - 07.07.2017 13:30","70989","74649"
"07.07.2017 13:30 - 07.07.2017 13:45","70480","74226"
"07.07.2017 13:45 - 07.07.2017 14:00","69944","73385"
"07.07.2017 14:00 - 07.07.2017 14:15","69852","73141"
"07.07.2017 14:15 - 07.07.2017 14:30","69785","72406"
"07.07.2017 14:30 - 07.07.2017 14:45","69853","72160"
"07.07.2017 14:45 - 07.07.2017 15:00","69225","71741"
"07.07.2017 15:00 - 07.07.2017 15:15","69215","71905"
"07.07.2017 15:15 - 07.07.2017 15:30","69113","71966"
"07.07.2017 15:30 - 07.07.2017 15:45","68900","71703"
"07.07.2017 15:45 - 07.07.2017 16:00","68816","71930"
"07.07.2017 16:00 - 07.07.2017 16:15","68287","71368"
"07.07.2017 16:15 - 07.07.2017 16:30","68080","70587"
"07.07.2017 16:30 - 07.07.2017 16:45","68042","70253"
"07.07.2017 16:45 - 07.07.2017 17:00","67770","70129"
"07.07.2017 17:00 - 07.07.2017 17:15","67482","69221"
"07.07.2017 17:15 - 07.07.2017 17:30","67006","68760"
"07.07.2017 17:30 - 07.07.2017 17:45","66533","68089"
"07.07.2017 17:45 - 07.07.2017 18:00","66047","67339"
"07.07.2017 18:00 - 07.07.2017 18:15","65087","65836"
"07.07.2017 18:15 - 07.07.2017 18:30","64347","65164"
"07.07.2017 18:30 - 07.07.2017 18:45","63540","64749"
"07.07.2017 18:45 - 07.07.2017 19:00","62751","63894"
"07.07.2017 19:00 - 07.07.2017 19:15","61892","62871"
"07.07.2017 19:15 - 07.07.2017 19:30","61674","62558"
"07.07.2017 19:30 - 07.07.2017 19:45","61081","62110"
"07.07.2017 19:45 - 07.07.2017 20:00","60816","61452"
"07.07.2017 20:00 - 07.07.2017 20:15","60562","61633"
"07.07.2017 20:15 - 07.07.2017 20:30","60161","61302"
"07.07.2017 20:30 - 07.07.2017 20:45","59250","60131"
"07.07.2017 20:45 - 07.07.2017 21:00","58047","59004"
"07.07.2017 21:00 - 07.07.2017 21:15","56570","57648"
"07.07.2017 21:15 - 07.07.2017 21:30","55593","56882"
"07.07.2017 21:30 - 07.07.2017 21:45","54632","56149"
"07.07.2017 21:45 - 07.07.2017 22:00","53659","54928"
"07.07.2017 22:00 - 07.07.2017 22:15","52117","53952"
"07.07.2017 22:15 - 07.07.2017 22:30","51514","53549"
"07.07.2017 22:30 - 07.07.2017 22:45","50859","52826"
"07.07.2017 22:45 - 07.07.2017 23:00","50136","51981"
"07.07.2017 23:00 - 07.07.2017 23:15","49239","51252"
"07.07.2017 23:15 - 07.07.2017 23:30","48852","50610"
"07.07.2017 23:30 - 07.07.2017 23:45","48255","49835"
"07.07.2017 23:45 - 08.07.2017 00:00","47897","49246"
"08.07.2017 00:00 - 08.07.2017 00:15","47498","49177"
"08.07.2017 00:15 - 08.07.2017 00:30","47056","49200"
"08.07.2017 00:30 - 08.07.2017 00:45","46920","48792"
"08.07.2017 00:45 - 08.07.2017 01:00","46814","48546"
"08.07.2017 01:00 - 08.07.2017 01:15","46636","48268"
"08.07.2017 01:15 - 08.07.2017 01:30","46489","48244"
"08.07.2017 01:30 - 08.07.2017 01:45","46331","48252"
"08.07.2017 01:45 - 08.07.2017 02:00","46318","48052"
"08.07.2017 02:00 - 08.07.2017 02:15","46402","48009"
"08.07.2017 02:15 - 08.07.2017 02:30","46362","48134"
"08.07.2017 02:30 - 08.07.2017 02:45","46441","48294"
"08.07.2017 02:45 - 08.07.2017 03:00","46387","48158"
"08.07.2017 03:00 - 08.07.2017 03:15","46473","48139"
"08.07.2017 03:15 - 08.07.2017 03:30","46336","47830"
"08.07.2017 03:30 - 08.07.2017 03:45","46489","47815"
"08.07.2017 03:45 - 08.07.2017 04:00","46733","48134"
"08.07.2017 04:00 - 08.07.2017 04:15","47559","49546"
"08.07.2017 04:15 - 08.07.2017 04:30","48362","50452"
"08.07.2017 04:30 - 08.07.2017 04:45","48869","51333"
"08.07.2017 04:45 - 08.07.2017 05:00","49793","51963"
"08.07.2017 05:00 - 08.07.2017 05:15","51250","53886"
"08.07.2017 05:15 - 08.07.2017 05:30","52309","54815"
"08.07.2017 05:30 - 08.07.2017 05:45","53728","56275"
"08.07.2017 05:45 - 08.07.2017 06:00","54843","57418"
"08.07.2017 06:00 - 08.07.2017 06:15","56670","58815"
"08.07.2017 06:15 - 08.07.2017 06:30","57552","59838"
"08.07.2017 06:30 - 08.07.2017 06:45","58551","60885"
"08.07.2017 06:45 - 08.07.2017 07:00","59250","61891"
"08.07.2017 07:00 - 08.07.2017 07:15","60047","62886"
"08.07.2017 07:15 - 08.07.2017 07:30","60732","63126"
"08.07.2017 07:30 - 08.07.2017 07:45","61463","63781"
"08.07.2017 07:45 - 08.07.2017 08:00","61952","64261"
"08.07.2017 08:00 - 08.07.2017 08:15","62515","64371"
"08.07.2017 08:15 - 08.07.2017 08:30","62872","64958"
"08.07.2017 08:30 - 08.07.2017 08:45","63251","65418"
"08.07.2017 08:45 - 08.07.2017 09:00","63594","65960"
"08.07.2017 09:00 - 08.07.2017 09:15","64119","66322"
"08.07.2017 09:15 - 08.07.2017 09:30","64223","66507"
"08.07.2017 09:30 - 08.07.2017 09:45","64701","66755"
"08.07.2017 09:45 - 08.07.2017 10:00","64104","66461"
"08.07.2017 10:00 - 08.07.2017 10:15","64033","66285"
"08.07.2017 10:15 - 08.07.2017 10:30","63947","65704"
"08.07.2017 10:30 - 08.07.2017 10:45","63463","65191"
"08.07.2017 10:45 - 08.07.2017 11:00","63277","64791"
"08.07.2017 11:00 - 08.07.2017 11:15","62349","64120"
"08.07.2017 11:15 - 08.07.2017 11:30","61969","63102"
"08.07.2017 11:30 - 08.07.2017 11:45","61645","62878"
"08.07.2017 11:45 - 08.07.2017 12:00","60635","62451"
"08.07.2017 12:00 - 08.07.2017 12:15","60217","62079"
"08.07.2017 12:15 - 08.07.2017 12:30","59375","61792"
"08.07.2017 12:30 - 08.07.2017 12:45","59065","61745"
"08.07.2017 12:45 - 08.07.2017 13:00","59150","61611"
"08.07.2017 13:00 - 08.07.2017 13:15","59470","61846"
"08.07.2017 13:15 - 08.07.2017 13:30","58559","61247"
"08.07.2017 13:30 - 08.07.2017 13:45","58383","60922"
"08.07.2017 13:45 - 08.07.2017 14:00","58415","60383"
"08.07.2017 14:00 - 08.07.2017 14:15","58498","60174"
"08.07.2017 14:15 - 08.07.2017 14:30","58681","59499"
"08.07.2017 14:30 - 08.07.2017 14:45","58698","59387"
"08.07.2017 14:45 - 08.07.2017 15:00","58036","59144"
"08.07.2017 15:00 - 08.07.2017 15:15","58367","59423"
"08.07.2017 15:15 - 08.07.2017 15:30","58472","59481"
"08.07.2017 15:30 - 08.07.2017 15:45","58819","60042"
"08.07.2017 15:45 - 08.07.2017 16:00","58777","59876"
"08.07.2017 16:00 - 08.07.2017 16:15","58806","60138"
"08.07.2017 16:15 - 08.07.2017 16:30","59076","59723"
"08.07.2017 16:30 - 08.07.2017 16:45","58725","59770"
"08.07.2017 16:45 - 08.07.2017 17:00","58756","59562"
"08.07.2017 17:00 - 08.07.2017 17:15","58701","59267"
"08.07.2017 17:15 - 08.07.2017 17:30","58432","59037"
"08.07.2017 17:30 - 08.07.2017 17:45","58114","58249"
"08.07.2017 17:45 - 08.07.2017 18:00","57172","57885"
"08.07.2017 18:00 - 08.07.2017 18:15","56854","57119"
"08.07.2017 18:15 - 08.07.2017 18:30","56428","56290"
"08.07.2017 18:30 - 08.07.2017 18:45","55244","55457"
"08.07.2017 18:45 - 08.07.2017 19:00","54965","54619"
"08.07.2017 19:00 - 08.07.2017 19:15","54091","54399"
"08.07.2017 19:15 - 08.07.2017 19:30","53863","53667"
"08.07.2017 19:30 - 08.07.2017 19:45","53844","53590"
"08.07.2017 19:45 - 08.07.2017 20:00","54125","53408"
"08.07.2017 20:00 - 08.07.2017 20:15","54435","54087"
"08.07.2017 20:15 - 08.07.2017 20:30","54196","53714"
"08.07.2017 20:30 - 08.07.2017 20:45","53527","52794"
"08.07.2017 20:45 - 08.07.2017 21:00","52361","52103"
"08.07.2017 21:00 - 08.07.2017 21:15","50819","51082"
"08.07.2017 21:15 - 08.07.2017 21:30","49994","50073"
"08.07.2017 21:30 - 08.07.2017 21:45","49318","49486"
"08.07.2017 21:45 - 08.07.2017 22:00","48595","48724"
"08.07.2017 22:00 - 08.07.2017 22:15","46974","48018"
"08.07.2017 22:15 - 08.07.2017 22:30","46195","47380"
"08.07.2017 22:30 - 08.07.2017 22:45","45558","46637"
"08.07.2017 22:45 - 08.07.2017 23:00","45127","46008"
"08.07.2017 23:00 - 08.07.2017 23:15","44461","45192"
"08.07.2017 23:15 - 08.07.2017 23:30","43995","44793"
"08.07.2017 23:30 - 08.07.2017 23:45","43585","44054"
"08.07.2017 23:45 - 09.07.2017 00:00","43175","43724"
"09.07.2017 00:00 - 09.07.2017 00:15","42778","43407"
"09.07.2017 00:15 - 09.07.2017 00:30","42493","43178"
"09.07.2017 00:30 - 09.07.2017 00:45","42305","42779"
"09.07.2017 00:45 - 09.07.2017 01:00","42056","42735"
"09.07.2017 01:00 - 09.07.2017 01:15","41997","42370"
"09.07.2017 01:15 - 09.07.2017 01:30","41827","41946"
"09.07.2017 01:30 - 09.07.2017 01:45","41770","41745"
"09.07.2017 01:45 - 09.07.2017 02:00","41716","41813"
"09.07.2017 02:00 - 09.07.2017 02:15","41873","41963"
"09.07.2017 02:15 - 09.07.2017 02:30","41960","41778"
"09.07.2017 02:30 - 09.07.2017 02:45","41990","41870"
"09.07.2017 02:45 - 09.07.2017 03:00","41846","41723"
"09.07.2017 03:00 - 09.07.2017 03:15","41985","41622"
"09.07.2017 03:15 - 09.07.2017 03:30","41626","41330"
"09.07.2017 03:30 - 09.07.2017 03:45","41493","41168"
"09.07.2017 03:45 - 09.07.2017 04:00","41537","41274"
"09.07.2017 04:00 - 09.07.2017 04:15","41670","42031"
"09.07.2017 04:15 - 09.07.2017 04:30","41779","42447"
"09.07.2017 04:30 - 09.07.2017 04:45","42127","42976"
"09.07.2017 04:45 - 09.07.2017 05:00","42297","43524"
"09.07.2017 05:00 - 09.07.2017 05:15","43507","44577"
"09.07.2017 05:15 - 09.07.2017 05:30","44533","45364"
"09.07.2017 05:30 - 09.07.2017 05:45","45578","46380"
"09.07.2017 05:45 - 09.07.2017 06:00","46395","47164"
"09.07.2017 06:00 - 09.07.2017 06:15","47927","48056"
"09.07.2017 06:15 - 09.07.2017 06:30","48877","48890"
"09.07.2017 06:30 - 09.07.2017 06:45","49847","49918"
"09.07.2017 06:45 - 09.07.2017 07:00","50895","50632"
"09.07.2017 07:00 - 09.07.2017 07:15","52152","51594"
"09.07.2017 07:15 - 09.07.2017 07:30","52849","52379"
"09.07.2017 07:30 - 09.07.2017 07:45","53679","52993"
"09.07.2017 07:45 - 09.07.2017 08:00","54456","53461"
"09.07.2017 08:00 - 09.07.2017 08:15","55423","54476"
"09.07.2017 08:15 - 09.07.2017 08:30","56009","55095"
"09.07.2017 08:30 - 09.07.2017 08:45","56671","55540"
"09.07.2017 08:45 - 09.07.2017 09:00","57147","56228"
"09.07.2017 09:00 - 09.07.2017 09:15","58111","56750"
"09.07.2017 09:15 - 09.07.2017 09:30","58734","57588"
"09.07.2017 09:30 - 09.07.2017 09:45","59306","57779"
"09.07.2017 09:45 - 09.07.2017 10:00","58734","57849"
"09.07.2017 10:00 - 09.07.2017 10:15","58950","57535"
"09.07.2017 10:15 - 09.07.2017 10:30","58818","57257"
"09.07.2017 10:30 - 09.07.2017 10:45","58294","56697"
"09.07.2017 10:45 - 09.07.2017 11:00","58120","56144"
"09.07.2017 11:00 - 09.07.2017 11:15","57234","56018"
"09.07.2017 11:15 - 09.07.2017 11:30","56990","55994"
"09.07.2017 11:30 - 09.07.2017 11:45","56779","55515"
"09.07.2017 11:45 - 09.07.2017 12:00","55928","55591"
"09.07.2017 12:00 - 09.07.2017 12:15","55358","55153"
"09.07.2017 12:15 - 09.07.2017 12:30","54781","55103"
"09.07.2017 12:30 - 09.07.2017 12:45","54638","55074"
"09.07.2017 12:45 - 09.07.2017 13:00","54585","54866"
"09.07.2017 13:00 - 09.07.2017 13:15","54790","54772"
"09.07.2017 13:15 - 09.07.2017 13:30","53986","54595"
"09.07.2017 13:30 - 09.07.2017 13:45","53576","54367"
"09.07.2017 13:45 - 09.07.2017 14:00","53409","54304"
"09.07.2017 14:00 - 09.07.2017 14:15","53793","54455"
"09.07.2017 14:15 - 09.07.2017 14:30","54053","53873"
"09.07.2017 14:30 - 09.07.2017 14:45","54065","53685"
"09.07.2017 14:45 - 09.07.2017 15:00","53677","53731"
"09.07.2017 15:00 - 09.07.2017 15:15","54210","53848"
"09.07.2017 15:15 - 09.07.2017 15:30","54287","54365"
"09.07.2017 15:30 - 09.07.2017 15:45","54841","54830"
"09.07.2017 15:45 - 09.07.2017 16:00","54958","55660"
"09.07.2017 16:00 - 09.07.2017 16:15","55410","55835"
"09.07.2017 16:15 - 09.07.2017 16:30","55781","56027"
"09.07.2017 16:30 - 09.07.2017 16:45","55802","55995"
"09.07.2017 16:45 - 09.07.2017 17:00","55822","55985"
"09.07.2017 17:00 - 09.07.2017 17:15","56161","55697"
"09.07.2017 17:15 - 09.07.2017 17:30","56066","55809"
"09.07.2017 17:30 - 09.07.2017 17:45","55803","55764"
"09.07.2017 17:45 - 09.07.2017 18:00","55159","55613"
"09.07.2017 18:00 - 09.07.2017 18:15","55415","55446"
"09.07.2017 18:15 - 09.07.2017 18:30","55164","55368"
"09.07.2017 18:30 - 09.07.2017 18:45","54143","55016"
"09.07.2017 18:45 - 09.07.2017 19:00","54047","54205"
"09.07.2017 19:00 - 09.07.2017 19:15","53174","53915"
"09.07.2017 19:15 - 09.07.2017 19:30","53326","53727"
"09.07.2017 19:30 - 09.07.2017 19:45","53273","53814"
"09.07.2017 19:45 - 09.07.2017 20:00","53847","54363"
"09.07.2017 20:00 - 09.07.2017 20:15","54324","55250"
"09.07.2017 20:15 - 09.07.2017 20:30","54237","55094"
"09.07.2017 20:30 - 09.07.2017 20:45","53667","54351"
"09.07.2017 20:45 - 09.07.2017 21:00","52594","53588"
"09.07.2017 21:00 - 09.07.2017 21:15","51085","52907"
"09.07.2017 21:15 - 09.07.2017 21:30","50278","52004"
"09.07.2017 21:30 - 09.07.2017 21:45","49597","51112"
"09.07.2017 21:45 - 09.07.2017 22:00","48659","50355"
"09.07.2017 22:00 - 09.07.2017 22:15","48329","49861"
"09.07.2017 22:15 - 09.07.2017 22:30","47801","49385"
"09.07.2017 22:30 - 09.07.2017 22:45","47241","48649"
"09.07.2017 22:45 - 09.07.2017 23:00","46854","48170"
"09.07.2017 23:00 - 09.07.2017 23:15","46149","47894"
"09.07.2017 23:15 - 09.07.2017 23:30","45746","47509"
"09.07.2017 23:30 - 09.07.2017 23:45","45375","46994"
"09.07.2017 23:45 - 10.07.2017 00:00","45099","46888"
"10.07.2017 00:00 - 10.07.2017 00:15","44987","46680"
"10.07.2017 00:15 - 10.07.2017 00:30","44848","46507"
"10.07.2017 00:30 - 10.07.2017 00:45","44907","46457"
"10.07.2017 00:45 - 10.07.2017 01:00","44820","46413"
"10.07.2017 01:00 - 10.07.2017 01:15","45003","46848"
"10.07.2017 01:15 - 10.07.2017 01:30","44958","46783"
"10.07.2017 01:30 - 10.07.2017 01:45","45070","47049"
"10.07.2017 01:45 - 10.07.2017 02:00","45185","47317"
"10.07.2017 02:00 - 10.07.2017 02:15","45895","47798"
"10.07.2017 02:15 - 10.07.2017 02:30","46494","48188"
"10.07.2017 02:30 - 10.07.2017 02:45","46939","48676"
"10.07.2017 02:45 - 10.07.2017 03:00","47489","49311"
"10.07.2017 03:00 - 10.07.2017 03:15","49221","50915"
"10.07.2017 03:15 - 10.07.2017 03:30","49675","51801"
"10.07.2017 03:30 - 10.07.2017 03:45","51170","53188"
"10.07.2017 03:45 - 10.07.2017 04:00","52998","54943"
"10.07.2017 04:00 - 10.07.2017 04:15","56981","58629"
"10.07.2017 04:15 - 10.07.2017 04:30","59577","61569"
"10.07.2017 04:30 - 10.07.2017 04:45","61631","63345"
"10.07.2017 04:45 - 10.07.2017 05:00","63286","65063"
"10.07.2017 05:00 - 10.07.2017 05:15","66131","67545"
"10.07.2017 05:15 - 10.07.2017 05:30","67465","69241"
"10.07.2017 05:30 - 10.07.2017 05:45","68608","70837"
"10.07.2017 05:45 - 10.07.2017 06:00","69875","71812"
"10.07.2017 06:00 - 10.07.2017 06:15","71279","73140"
"10.07.2017 06:15 - 10.07.2017 06:30","72037","74071"
"10.07.2017 06:30 - 10.07.2017 06:45","72598","74533"
"10.07.2017 06:45 - 10.07.2017 07:00","72806","74927"
"10.07.2017 07:00 - 10.07.2017 07:15","72660","74821"
"10.07.2017 07:15 - 10.07.2017 07:30","73226","75370"
"10.07.2017 07:30 - 10.07.2017 07:45","73943","75955"
"10.07.2017 07:45 - 10.07.2017 08:00","74101","76718"
"10.07.2017 08:00 - 10.07.2017 08:15","74507","77082"
"10.07.2017 08:15 - 10.07.2017 08:30","74774","77546"
