"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"01.07.2017 16:00 - 01.07.2017 16:15","60565","59810"
"01.07.2017 16:15 - 01.07.2017 16:30","60691","59318"
"01.07.2017 16:30 - 01.07.2017 16:45","60475","59054"
"01.07.2017 16:45 - 01.07.2017 17:00","60384","58877"
"01.07.2017 17:00 - 01.07.2017 17:15","60313","58421"
"01.07.2017 17:15 - 01.07.2017 17:30","60025","57899"
"01.07.2017 17:30 - 01.07.2017 17:45","59517","57893"
"01.07.2017 17:45 - 01.07.2017 18:00","58323","57024"
"01.07.2017 18:00 - 01.07.2017 18:15","58159","56207"
"01.07.2017 18:15 - 01.07.2017 18:30","57635","55690"
"01.07.2017 18:30 - 01.07.2017 18:45","56245","54781"
"01.07.2017 18:45 - 01.07.2017 19:00","55865","54009"
"01.07.2017 19:00 - 01.07.2017 19:15","54992","53776"
"01.07.2017 19:15 - 01.07.2017 19:30","54802","53230"
"01.07.2017 19:30 - 01.07.2017 19:45","54545","53169"
"01.07.2017 19:45 - 01.07.2017 20:00","54741","52953"
"01.07.2017 20:00 - 01.07.2017 20:15","54931","53326"
"01.07.2017 20:15 - 01.07.2017 20:30","54808","52832"
"01.07.2017 20:30 - 01.07.2017 20:45","54165","51870"
"01.07.2017 20:45 - 01.07.2017 21:00","53094","50933"
"01.07.2017 21:00 - 01.07.2017 21:15","51606","49955"
"01.07.2017 21:15 - 01.07.2017 21:30","50862","48920"
"01.07.2017 21:30 - 01.07.2017 21:45","50118","47970"
"01.07.2017 21:45 - 01.07.2017 22:00","49337","47536"
"01.07.2017 22:00 - 01.07.2017 22:15","48022","46553"
"01.07.2017 22:15 - 01.07.2017 22:30","47505","45912"
"01.07.2017 22:30 - 01.07.2017 22:45","46790","44808"
"01.07.2017 22:45 - 01.07.2017 23:00","46272","44167"
"01.07.2017 23:00 - 01.07.2017 23:15","45528","43609"
"01.07.2017 23:15 - 01.07.2017 23:30","45007","43384"
"01.07.2017 23:30 - 01.07.2017 23:45","44601","43177"
"01.07.2017 23:45 - 02.07.2017 00:00","44144","42783"
"02.07.2017 00:00 - 02.07.2017 00:15","43893","42175"
"02.07.2017 00:15 - 02.07.2017 00:30","43544","42135"
"02.07.2017 00:30 - 02.07.2017 00:45","43352","41783"
"02.07.2017 00:45 - 02.07.2017 01:00","43147","41683"
"02.07.2017 01:00 - 02.07.2017 01:15","42991","41307"
"02.07.2017 01:15 - 02.07.2017 01:30","42919","41232"
"02.07.2017 01:30 - 02.07.2017 01:45","42824","41234"
"02.07.2017 01:45 - 02.07.2017 02:00","42730","41245"
"02.07.2017 02:00 - 02.07.2017 02:15","42921","41376"
"02.07.2017 02:15 - 02.07.2017 02:30","42920","41316"
"02.07.2017 02:30 - 02.07.2017 02:45","42905","41238"
"02.07.2017 02:45 - 02.07.2017 03:00","42932","40859"
"02.07.2017 03:00 - 02.07.2017 03:15","42922","41289"
"02.07.2017 03:15 - 02.07.2017 03:30","42605","40811"
"02.07.2017 03:30 - 02.07.2017 03:45","42581","40846"
"02.07.2017 03:45 - 02.07.2017 04:00","42689","41043"
"02.07.2017 04:00 - 02.07.2017 04:15","42903","41257"
"02.07.2017 04:15 - 02.07.2017 04:30","43102","41322"
"02.07.2017 04:30 - 02.07.2017 04:45","43506","41891"
"02.07.2017 04:45 - 02.07.2017 05:00","43968","42366"
"02.07.2017 05:00 - 02.07.2017 05:15","45114","43579"
"02.07.2017 05:15 - 02.07.2017 05:30","45946","44433"
"02.07.2017 05:30 - 02.07.2017 05:45","46974","45229"
"02.07.2017 05:45 - 02.07.2017 06:00","47993","46122"
"02.07.2017 06:00 - 02.07.2017 06:15","49536","47521"
"02.07.2017 06:15 - 02.07.2017 06:30","50525","48687"
"02.07.2017 06:30 - 02.07.2017 06:45","51532","49677"
"02.07.2017 06:45 - 02.07.2017 07:00","52387","50824"
"02.07.2017 07:00 - 02.07.2017 07:15","53454","51775"
"02.07.2017 07:15 - 02.07.2017 07:30","54305","52418"
"02.07.2017 07:30 - 02.07.2017 07:45","55064","53115"
"02.07.2017 07:45 - 02.07.2017 08:00","55731","53838"
"02.07.2017 08:00 - 02.07.2017 08:15","56591","54371"
"02.07.2017 08:15 - 02.07.2017 08:30","57194","54772"
"02.07.2017 08:30 - 02.07.2017 08:45","57724","55625"
"02.07.2017 08:45 - 02.07.2017 09:00","58251","56307"
"02.07.2017 09:00 - 02.07.2017 09:15","59382","57106"
"02.07.2017 09:15 - 02.07.2017 09:30","60302","58180"
"02.07.2017 09:30 - 02.07.2017 09:45","61029","59022"
"02.07.2017 09:45 - 02.07.2017 10:00","60515","59034"
"02.07.2017 10:00 - 02.07.2017 10:15","60399","59061"
"02.07.2017 10:15 - 02.07.2017 10:30","60546","58701"
"02.07.2017 10:30 - 02.07.2017 10:45","59983","58099"
"02.07.2017 10:45 - 02.07.2017 11:00","59408","57666"
"02.07.2017 11:00 - 02.07.2017 11:15","58433","57325"
"02.07.2017 11:15 - 02.07.2017 11:30","58059","56622"
"02.07.2017 11:30 - 02.07.2017 11:45","57655","56190"
"02.07.2017 11:45 - 02.07.2017 12:00","56640","55768"
"02.07.2017 12:00 - 02.07.2017 12:15","56267","55100"
"02.07.2017 12:15 - 02.07.2017 12:30","55739","55053"
"02.07.2017 12:30 - 02.07.2017 12:45","55439","54550"
"02.07.2017 12:45 - 02.07.2017 13:00","55558","54384"
"02.07.2017 13:00 - 02.07.2017 13:15","55455","54265"
"02.07.2017 13:15 - 02.07.2017 13:30","54808","53913"
"02.07.2017 13:30 - 02.07.2017 13:45","54609","53466"
"02.07.2017 13:45 - 02.07.2017 14:00","54324","53387"
"02.07.2017 14:00 - 02.07.2017 14:15","54976","53141"
"02.07.2017 14:15 - 02.07.2017 14:30","55356","53031"
"02.07.2017 14:30 - 02.07.2017 14:45","55478","53623"
"02.07.2017 14:45 - 02.07.2017 15:00","55065","53952"
"02.07.2017 15:00 - 02.07.2017 15:15","55548","54306"
"02.07.2017 15:15 - 02.07.2017 15:30","55831","54321"
"02.07.2017 15:30 - 02.07.2017 15:45","56432","54970"
"02.07.2017 15:45 - 02.07.2017 16:00","56509","55357"
"02.07.2017 16:00 - 02.07.2017 16:15","56851","55752"
"02.07.2017 16:15 - 02.07.2017 16:30","57375","55684"
"02.07.2017 16:30 - 02.07.2017 16:45","57393","55508"
"02.07.2017 16:45 - 02.07.2017 17:00","57379","55910"
"02.07.2017 17:00 - 02.07.2017 17:15","57384","56021"
"02.07.2017 17:15 - 02.07.2017 17:30","57343","55921"
"02.07.2017 17:30 - 02.07.2017 17:45","57115","55564"
"02.07.2017 17:45 - 02.07.2017 18:00","56440","55172"
"02.07.2017 18:00 - 02.07.2017 18:15","56616","55199"
"02.07.2017 18:15 - 02.07.2017 18:30","56325","54929"
"02.07.2017 18:30 - 02.07.2017 18:45","55363","54393"
"02.07.2017 18:45 - 02.07.2017 19:00","55086","53734"
"02.07.2017 19:00 - 02.07.2017 19:15","54127","53548"
"02.07.2017 19:15 - 02.07.2017 19:30","54076","53163"
"02.07.2017 19:30 - 02.07.2017 19:45","54068","53126"
"02.07.2017 19:45 - 02.07.2017 20:00","54559","53336"
"02.07.2017 20:00 - 02.07.2017 20:15","55160","54602"
"02.07.2017 20:15 - 02.07.2017 20:30","54965","54452"
"02.07.2017 20:30 - 02.07.2017 20:45","54344","53792"
"02.07.2017 20:45 - 02.07.2017 21:00","53254","52873"
"02.07.2017 21:00 - 02.07.2017 21:15","51815","51577"
"02.07.2017 21:15 - 02.07.2017 21:30","51163","50543"
"02.07.2017 21:30 - 02.07.2017 21:45","50296","49947"
"02.07.2017 21:45 - 02.07.2017 22:00","49417","49065"
"02.07.2017 22:00 - 02.07.2017 22:15","48446","47950"
"02.07.2017 22:15 - 02.07.2017 22:30","47951","47498"
"02.07.2017 22:30 - 02.07.2017 22:45","47347","46736"
"02.07.2017 22:45 - 02.07.2017 23:00","46899","46340"
"02.07.2017 23:00 - 02.07.2017 23:15","46241","45808"
"02.07.2017 23:15 - 02.07.2017 23:30","45872","45467"
"02.07.2017 23:30 - 02.07.2017 23:45","45536","45326"
"02.07.2017 23:45 - 03.07.2017 00:00","45159","44917"
"03.07.2017 00:00 - 03.07.2017 00:15","45118","44565"
"03.07.2017 00:15 - 03.07.2017 00:30","44902","44612"
"03.07.2017 00:30 - 03.07.2017 00:45","44963","44662"
"03.07.2017 00:45 - 03.07.2017 01:00","44814","44712"
"03.07.2017 01:00 - 03.07.2017 01:15","44977","44824"
"03.07.2017 01:15 - 03.07.2017 01:30","44955","44897"
"03.07.2017 01:30 - 03.07.2017 01:45","44925","44788"
"03.07.2017 01:45 - 03.07.2017 02:00","45178","45023"
"03.07.2017 02:00 - 03.07.2017 02:15","46024","45660"
"03.07.2017 02:15 - 03.07.2017 02:30","46613","46157"
"03.07.2017 02:30 - 03.07.2017 02:45","47224","46561"
"03.07.2017 02:45 - 03.07.2017 03:00","47786","47165"
"03.07.2017 03:00 - 03.07.2017 03:15","49331","48432"
"03.07.2017 03:15 - 03.07.2017 03:30","49999","49101"
"03.07.2017 03:30 - 03.07.2017 03:45","51585","50646"
"03.07.2017 03:45 - 03.07.2017 04:00","53606","52789"
"03.07.2017 04:00 - 03.07.2017 04:15","57586","56514"
"03.07.2017 04:15 - 03.07.2017 04:30","60386","59446"
"03.07.2017 04:30 - 03.07.2017 04:45","62364","61628"
"03.07.2017 04:45 - 03.07.2017 05:00","64040","63627"
"03.07.2017 05:00 - 03.07.2017 05:15","66776","66231"
"03.07.2017 05:15 - 03.07.2017 05:30","68123","67626"
"03.07.2017 05:30 - 03.07.2017 05:45","69287","68564"
"03.07.2017 05:45 - 03.07.2017 06:00","70514","69707"
"03.07.2017 06:00 - 03.07.2017 06:15","71888","70754"
"03.07.2017 06:15 - 03.07.2017 06:30","72394","71663"
"03.07.2017 06:30 - 03.07.2017 06:45","72976","72380"
"03.07.2017 06:45 - 03.07.2017 07:00","73372","72649"
"03.07.2017 07:00 - 03.07.2017 07:15","73383","72768"
"03.07.2017 07:15 - 03.07.2017 07:30","73997","73268"
"03.07.2017 07:30 - 03.07.2017 07:45","74595","74224"
"03.07.2017 07:45 - 03.07.2017 08:00","74975","74408"
"03.07.2017 08:00 - 03.07.2017 08:15","75613","74911"
"03.07.2017 08:15 - 03.07.2017 08:30","75706","75140"
"03.07.2017 08:30 - 03.07.2017 08:45","76036","75583"
"03.07.2017 08:45 - 03.07.2017 09:00","76433","76062"
"03.07.2017 09:00 - 03.07.2017 09:15","76789","76800"
"03.07.2017 09:15 - 03.07.2017 09:30","77155","77325"
"03.07.2017 09:30 - 03.07.2017 09:45","77384","77926"
"03.07.2017 09:45 - 03.07.2017 10:00","77527","77899"
"03.07.2017 10:00 - 03.07.2017 10:15","76203","77279"
"03.07.2017 10:15 - 03.07.2017 10:30","75689","77014"
"03.07.2017 10:30 - 03.07.2017 10:45","76258","76950"
"03.07.2017 10:45 - 03.07.2017 11:00","75358","76997"
"03.07.2017 11:00 - 03.07.2017 11:15","76347","76728"
"03.07.2017 11:15 - 03.07.2017 11:30","75765","76886"
"03.07.2017 11:30 - 03.07.2017 11:45","75253","76537"
"03.07.2017 11:45 - 03.07.2017 12:00","75052","75528"
"03.07.2017 12:00 - 03.07.2017 12:15","74562","75177"
"03.07.2017 12:15 - 03.07.2017 12:30","74262","75023"
"03.07.2017 12:30 - 03.07.2017 12:45","73466","74500"
"03.07.2017 12:45 - 03.07.2017 13:00","73475","74109"
"03.07.2017 13:00 - 03.07.2017 13:15","73055","74133"
"03.07.2017 13:15 - 03.07.2017 13:30","73207","73933"
"03.07.2017 13:30 - 03.07.2017 13:45","72846","73163"
"03.07.2017 13:45 - 03.07.2017 14:00","72177","72801"
"03.07.2017 14:00 - 03.07.2017 14:15","71497","72623"
"03.07.2017 14:15 - 03.07.2017 14:30","71081","72245"
"03.07.2017 14:30 - 03.07.2017 14:45","70550","71533"
"03.07.2017 14:45 - 03.07.2017 15:00","71497","71430"
"03.07.2017 15:00 - 03.07.2017 15:15","71096","71239"
"03.07.2017 15:15 - 03.07.2017 15:30","70980","71120"
"03.07.2017 15:30 - 03.07.2017 15:45","70482","71327"
"03.07.2017 15:45 - 03.07.2017 16:00","70741","71590"
"03.07.2017 16:00 - 03.07.2017 16:15","70426","70497"
"03.07.2017 16:15 - 03.07.2017 16:30","69932","70202"
"03.07.2017 16:30 - 03.07.2017 16:45","70041","70554"
"03.07.2017 16:45 - 03.07.2017 17:00","70229","70553"
"03.07.2017 17:00 - 03.07.2017 17:15","69390","69973"
"03.07.2017 17:15 - 03.07.2017 17:30","68988","69592"
"03.07.2017 17:30 - 03.07.2017 17:45","68450","69065"
"03.07.2017 17:45 - 03.07.2017 18:00","68519","68660"
"03.07.2017 18:00 - 03.07.2017 18:15","67571","67986"
"03.07.2017 18:15 - 03.07.2017 18:30","66517","66753"
"03.07.2017 18:30 - 03.07.2017 18:45","65871","65709"
"03.07.2017 18:45 - 03.07.2017 19:00","64869","64703"
"03.07.2017 19:00 - 03.07.2017 19:15","64598","63713"
"03.07.2017 19:15 - 03.07.2017 19:30","63994","62988"
"03.07.2017 19:30 - 03.07.2017 19:45","63588","62506"
"03.07.2017 19:45 - 03.07.2017 20:00","62001","61868"
"03.07.2017 20:00 - 03.07.2017 20:15","61785","61580"
"03.07.2017 20:15 - 03.07.2017 20:30","61116","60614"
"03.07.2017 20:30 - 03.07.2017 20:45","60047","59615"
"03.07.2017 20:45 - 03.07.2017 21:00","58983","58017"
"03.07.2017 21:00 - 03.07.2017 21:15","57553","56810"
"03.07.2017 21:15 - 03.07.2017 21:30","56732","55730"
"03.07.2017 21:30 - 03.07.2017 21:45","55719","54964"
"03.07.2017 21:45 - 03.07.2017 22:00","54932","53975"
"03.07.2017 22:00 - 03.07.2017 22:15","54872","53913"
"03.07.2017 22:15 - 03.07.2017 22:30","54014","52972"
"03.07.2017 22:30 - 03.07.2017 22:45","53343","52278"
"03.07.2017 22:45 - 03.07.2017 23:00","52809","51574"
"03.07.2017 23:00 - 03.07.2017 23:15","51908","51010"
"03.07.2017 23:15 - 03.07.2017 23:30","51575","50638"
"03.07.2017 23:30 - 03.07.2017 23:45","51159","49923"
"03.07.2017 23:45 - 04.07.2017 00:00","50634","49849"
"04.07.2017 00:00 - 04.07.2017 00:15","50473","49422"
"04.07.2017 00:15 - 04.07.2017 00:30","50292","48953"
"04.07.2017 00:30 - 04.07.2017 00:45","50219","48855"
"04.07.2017 00:45 - 04.07.2017 01:00","50297","48977"
"04.07.2017 01:00 - 04.07.2017 01:15","50285","49360"
"04.07.2017 01:15 - 04.07.2017 01:30","50415","49267"
"04.07.2017 01:30 - 04.07.2017 01:45","50436","49130"
"04.07.2017 01:45 - 04.07.2017 02:00","50356","49545"
"04.07.2017 02:00 - 04.07.2017 02:15","50894","50059"
"04.07.2017 02:15 - 04.07.2017 02:30","51081","50107"
"04.07.2017 02:30 - 04.07.2017 02:45","51424","50396"
"04.07.2017 02:45 - 04.07.2017 03:00","51920","50909"
"04.07.2017 03:00 - 04.07.2017 03:15","53077","52231"
"04.07.2017 03:15 - 04.07.2017 03:30","53491","52630"
"04.07.2017 03:30 - 04.07.2017 03:45","54639","53830"
"04.07.2017 03:45 - 04.07.2017 04:00","56199","55028"
"04.07.2017 04:00 - 04.07.2017 04:15","59492","58176"
"04.07.2017 04:15 - 04.07.2017 04:30","62011","61126"
"04.07.2017 04:30 - 04.07.2017 04:45","63690","63042"
"04.07.2017 04:45 - 04.07.2017 05:00","65174","64660"
"04.07.2017 05:00 - 04.07.2017 05:15","67772","66934"
"04.07.2017 05:15 - 04.07.2017 05:30","69497","68451"
"04.07.2017 05:30 - 04.07.2017 05:45","70786","69892"
"04.07.2017 05:45 - 04.07.2017 06:00","71725","71177"
"04.07.2017 06:00 - 04.07.2017 06:15","72849","72369"
"04.07.2017 06:15 - 04.07.2017 06:30","73398","72732"
"04.07.2017 06:30 - 04.07.2017 06:45","73930","73503"
"04.07.2017 06:45 - 04.07.2017 07:00","74270","73963"
"04.07.2017 07:00 - 04.07.2017 07:15","74218","73851"
"04.07.2017 07:15 - 04.07.2017 07:30","74628","74389"
"04.07.2017 07:30 - 04.07.2017 07:45","75145","74849"
"04.07.2017 07:45 - 04.07.2017 08:00","75519","75430"
"04.07.2017 08:00 - 04.07.2017 08:15","76047","75764"
"04.07.2017 08:15 - 04.07.2017 08:30","76236","75859"
"04.07.2017 08:30 - 04.07.2017 08:45","76640","76666"
"04.07.2017 08:45 - 04.07.2017 09:00","77069","77039"
"04.07.2017 09:00 - 04.07.2017 09:15","77476","77447"
"04.07.2017 09:15 - 04.07.2017 09:30","77869","78105"
"04.07.2017 09:30 - 04.07.2017 09:45","78094","78394"
"04.07.2017 09:45 - 04.07.2017 10:00","77598","78450"
"04.07.2017 10:00 - 04.07.2017 10:15","77388","78190"
"04.07.2017 10:15 - 04.07.2017 10:30","77263","78041"
"04.07.2017 10:30 - 04.07.2017 10:45","77277","77628"
"04.07.2017 10:45 - 04.07.2017 11:00","77300","77680"
"04.07.2017 11:00 - 04.07.2017 11:15","77063","77382"
"04.07.2017 11:15 - 04.07.2017 11:30","76877","77597"
"04.07.2017 11:30 - 04.07.2017 11:45","76303","76850"
"04.07.2017 11:45 - 04.07.2017 12:00","75648","76419"
"04.07.2017 12:00 - 04.07.2017 12:15","75127","76041"
"04.07.2017 12:15 - 04.07.2017 12:30","74736","75485"
"04.07.2017 12:30 - 04.07.2017 12:45","74621","75432"
"04.07.2017 12:45 - 04.07.2017 13:00","74742","75336"
"04.07.2017 13:00 - 04.07.2017 13:15","74954","75291"
"04.07.2017 13:15 - 04.07.2017 13:30","74136","74575"
"04.07.2017 13:30 - 04.07.2017 13:45","74022","74113"
"04.07.2017 13:45 - 04.07.2017 14:00","73416","73117"
"04.07.2017 14:00 - 04.07.2017 14:15","73131","73028"
"04.07.2017 14:15 - 04.07.2017 14:30","72962","72509"
"04.07.2017 14:30 - 04.07.2017 14:45","72835","72251"
"04.07.2017 14:45 - 04.07.2017 15:00","72296","72133"
"04.07.2017 15:00 - 04.07.2017 15:15","71900","72073"
"04.07.2017 15:15 - 04.07.2017 15:30","71812","71702"
"04.07.2017 15:30 - 04.07.2017 15:45","71947","71730"
"04.07.2017 15:45 - 04.07.2017 16:00","71682","71670"
"04.07.2017 16:00 - 04.07.2017 16:15","71215","70882"
"04.07.2017 16:15 - 04.07.2017 16:30","71154","70485"
"04.07.2017 16:30 - 04.07.2017 16:45","70993","70505"
"04.07.2017 16:45 - 04.07.2017 17:00","71157","70326"
"04.07.2017 17:00 - 04.07.2017 17:15","70738","69995"
"04.07.2017 17:15 - 04.07.2017 17:30","70206","69217"
"04.07.2017 17:30 - 04.07.2017 17:45","69811","68785"
"04.07.2017 17:45 - 04.07.2017 18:00","69237","68566"
"04.07.2017 18:00 - 04.07.2017 18:15","68478","67693"
"04.07.2017 18:15 - 04.07.2017 18:30","67603","66684"
"04.07.2017 18:30 - 04.07.2017 18:45","66620","65831"
"04.07.2017 18:45 - 04.07.2017 19:00","66042","64778"
"04.07.2017 19:00 - 04.07.2017 19:15","64960","64384"
"04.07.2017 19:15 - 04.07.2017 19:30","64665","63909"
"04.07.2017 19:30 - 04.07.2017 19:45","63815","63358"
"04.07.2017 19:45 - 04.07.2017 20:00","63376","62820"
"04.07.2017 20:00 - 04.07.2017 20:15","63221","63059"
"04.07.2017 20:15 - 04.07.2017 20:30","62553","62340"
"04.07.2017 20:30 - 04.07.2017 20:45","61502","61168"
"04.07.2017 20:45 - 04.07.2017 21:00","60160","59817"
"04.07.2017 21:00 - 04.07.2017 21:15","58445","58274"
"04.07.2017 21:15 - 04.07.2017 21:30","57436","57066"
"04.07.2017 21:30 - 04.07.2017 21:45","56550","55998"
"04.07.2017 21:45 - 04.07.2017 22:00","55782","55194"
"04.07.2017 22:00 - 04.07.2017 22:15","53213","54554"
"04.07.2017 22:15 - 04.07.2017 22:30","52634","53751"
"04.07.2017 22:30 - 04.07.2017 22:45","51969","53182"
"04.07.2017 22:45 - 04.07.2017 23:00","51382","52692"
"04.07.2017 23:00 - 04.07.2017 23:15","50779","52244"
"04.07.2017 23:15 - 04.07.2017 23:30","50331","51655"
"04.07.2017 23:30 - 04.07.2017 23:45","49868","51227"
"04.07.2017 23:45 - 05.07.2017 00:00","49509","50761"
"05.07.2017 00:00 - 05.07.2017 00:15","49325","50210"
"05.07.2017 00:15 - 05.07.2017 00:30","49011","49977"
"05.07.2017 00:30 - 05.07.2017 00:45","49000","50046"
"05.07.2017 00:45 - 05.07.2017 01:00","48927","49758"
"05.07.2017 01:00 - 05.07.2017 01:15","49037","49985"
"05.07.2017 01:15 - 05.07.2017 01:30","49072","49903"
"05.07.2017 01:30 - 05.07.2017 01:45","49002","50010"
"05.07.2017 01:45 - 05.07.2017 02:00","49062","50117"
"05.07.2017 02:00 - 05.07.2017 02:15","49613","50610"
"05.07.2017 02:15 - 05.07.2017 02:30","49923","50947"
"05.07.2017 02:30 - 05.07.2017 02:45","50306","51558"
"05.07.2017 02:45 - 05.07.2017 03:00","50705","51864"
"05.07.2017 03:00 - 05.07.2017 03:15","51879","52941"
"05.07.2017 03:15 - 05.07.2017 03:30","52398","53475"
"05.07.2017 03:30 - 05.07.2017 03:45","53359","54690"
"05.07.2017 03:45 - 05.07.2017 04:00","54701","56247"
"05.07.2017 04:00 - 05.07.2017 04:15","58044","59552"
"05.07.2017 04:15 - 05.07.2017 04:30","60407","61785"
"05.07.2017 04:30 - 05.07.2017 04:45","62366","63619"
"05.07.2017 04:45 - 05.07.2017 05:00","63855","65473"
"05.07.2017 05:00 - 05.07.2017 05:15","66238","67992"
"05.07.2017 05:15 - 05.07.2017 05:30","67794","69462"
"05.07.2017 05:30 - 05.07.2017 05:45","68903","70633"
"05.07.2017 05:45 - 05.07.2017 06:00","70106","71920"
"05.07.2017 06:00 - 05.07.2017 06:15","71139","73069"
"05.07.2017 06:15 - 05.07.2017 06:30","72008","73726"
"05.07.2017 06:30 - 05.07.2017 06:45","72596","74219"
"05.07.2017 06:45 - 05.07.2017 07:00","72597","74428"
"05.07.2017 07:00 - 05.07.2017 07:15","72526","74220"
"05.07.2017 07:15 - 05.07.2017 07:30","72790","74880"
"05.07.2017 07:30 - 05.07.2017 07:45","73368","75447"
"05.07.2017 07:45 - 05.07.2017 08:00","73431","75956"
"05.07.2017 08:00 - 05.07.2017 08:15","73450","76466"
"05.07.2017 08:15 - 05.07.2017 08:30","73939","76695"
"05.07.2017 08:30 - 05.07.2017 08:45","74255","77025"
"05.07.2017 08:45 - 05.07.2017 09:00","74683","77309"
"05.07.2017 09:00 - 05.07.2017 09:15","75402","77760"
"05.07.2017 09:15 - 05.07.2017 09:30","75744","78297"
"05.07.2017 09:30 - 05.07.2017 09:45","75998","78597"
"05.07.2017 09:45 - 05.07.2017 10:00","75407","78831"
"05.07.2017 10:00 - 05.07.2017 10:15","75213","78087"
"05.07.2017 10:15 - 05.07.2017 10:30","75374","77790"
"05.07.2017 10:30 - 05.07.2017 10:45","75205","77691"
"05.07.2017 10:45 - 05.07.2017 11:00","75199","77831"
"05.07.2017 11:00 - 05.07.2017 11:15","74894","77470"
"05.07.2017 11:15 - 05.07.2017 11:30","74874","77210"
"05.07.2017 11:30 - 05.07.2017 11:45","74457","76797"
"05.07.2017 11:45 - 05.07.2017 12:00","73629","76475"
"05.07.2017 12:00 - 05.07.2017 12:15","73346","76365"
"05.07.2017 12:15 - 05.07.2017 12:30","72862","76583"
"05.07.2017 12:30 - 05.07.2017 12:45","72667","76186"
"05.07.2017 12:45 - 05.07.2017 13:00","72902","75746"
"05.07.2017 13:00 - 05.07.2017 13:15","73100","75584"
"05.07.2017 13:15 - 05.07.2017 13:30","72421","75237"
"05.07.2017 13:30 - 05.07.2017 13:45","72006","74776"
"05.07.2017 13:45 - 05.07.2017 14:00","71584","74053"
"05.07.2017 14:00 - 05.07.2017 14:15","71395","73699"
"05.07.2017 14:15 - 05.07.2017 14:30","71418","73254"
"05.07.2017 14:30 - 05.07.2017 14:45","71219","72939"
"05.07.2017 14:45 - 05.07.2017 15:00","70929","72789"
"05.07.2017 15:00 - 05.07.2017 15:15","70789","72520"
"05.07.2017 15:15 - 05.07.2017 15:30","70536","72278"
"05.07.2017 15:30 - 05.07.2017 15:45","70763","72010"
"05.07.2017 15:45 - 05.07.2017 16:00","70707","71927"
"05.07.2017 16:00 - 05.07.2017 16:15","70077","71603"
"05.07.2017 16:15 - 05.07.2017 16:30","70028","71320"
"05.07.2017 16:30 - 05.07.2017 16:45","70038","71418"
"05.07.2017 16:45 - 05.07.2017 17:00","70202","71428"
"05.07.2017 17:00 - 05.07.2017 17:15","69892","70795"
"05.07.2017 17:15 - 05.07.2017 17:30","69347","70415"
"05.07.2017 17:30 - 05.07.2017 17:45","68853","69954"
"05.07.2017 17:45 - 05.07.2017 18:00","68227","69469"
"05.07.2017 18:00 - 05.07.2017 18:15","67375","68204"
"05.07.2017 18:15 - 05.07.2017 18:30","66674","67275"
"05.07.2017 18:30 - 05.07.2017 18:45","65643","66524"
"05.07.2017 18:45 - 05.07.2017 19:00","65006","65653"
"05.07.2017 19:00 - 05.07.2017 19:15","64030","65085"
"05.07.2017 19:15 - 05.07.2017 19:30","63618","64486"
"05.07.2017 19:30 - 05.07.2017 19:45","62984","63820"
"05.07.2017 19:45 - 05.07.2017 20:00","62569","63726"
"05.07.2017 20:00 - 05.07.2017 20:15","62029","63892"
"05.07.2017 20:15 - 05.07.2017 20:30","61307","63233"
"05.07.2017 20:30 - 05.07.2017 20:45","60240","61878"
"05.07.2017 20:45 - 05.07.2017 21:00","58764","60452"
"05.07.2017 21:00 - 05.07.2017 21:15","57055","59278"
"05.07.2017 21:15 - 05.07.2017 21:30","56044","58065"
"05.07.2017 21:30 - 05.07.2017 21:45","55103","56968"
"05.07.2017 21:45 - 05.07.2017 22:00","54292","56061"
"05.07.2017 22:00 - 05.07.2017 22:15","53446","55279"
"05.07.2017 22:15 - 05.07.2017 22:30","52856","54459"
"05.07.2017 22:30 - 05.07.2017 22:45","52296","53854"
"05.07.2017 22:45 - 05.07.2017 23:00","51669","53211"
"05.07.2017 23:00 - 05.07.2017 23:15","50891","52660"
"05.07.2017 23:15 - 05.07.2017 23:30","50400","52187"
"05.07.2017 23:30 - 05.07.2017 23:45","50003","51682"
"05.07.2017 23:45 - 06.07.2017 00:00","49587","51450"
"06.07.2017 00:00 - 06.07.2017 00:15","49346","51323"
"06.07.2017 00:15 - 06.07.2017 00:30","49094","51034"
"06.07.2017 00:30 - 06.07.2017 00:45","49134","50977"
"06.07.2017 00:45 - 06.07.2017 01:00","49060","50875"
"06.07.2017 01:00 - 06.07.2017 01:15","49213","51038"
"06.07.2017 01:15 - 06.07.2017 01:30","49171","51059"
"06.07.2017 01:30 - 06.07.2017 01:45","49095","50765"
"06.07.2017 01:45 - 06.07.2017 02:00","49214","50714"
"06.07.2017 02:00 - 06.07.2017 02:15","49690","51279"
"06.07.2017 02:15 - 06.07.2017 02:30","49940","51817"
"06.07.2017 02:30 - 06.07.2017 02:45","50403","52100"
"06.07.2017 02:45 - 06.07.2017 03:00","50869","52626"
"06.07.2017 03:00 - 06.07.2017 03:15","52119","53521"
"06.07.2017 03:15 - 06.07.2017 03:30","52738","54080"
"06.07.2017 03:30 - 06.07.2017 03:45","53782","55089"
"06.07.2017 03:45 - 06.07.2017 04:00","55319","56701"
"06.07.2017 04:00 - 06.07.2017 04:15","58756","59965"
"06.07.2017 04:15 - 06.07.2017 04:30","60960","62277"
"06.07.2017 04:30 - 06.07.2017 04:45","62824","64185"
