observation_date	DEXUSEU	1. Exchange Rate 	5. Export	import just between EU and US	7. GDP EU	8. GDP US	17. commodity prices: price of crude oil average($/bbl)	Gold ($/troy oz)	Silver ($/troy oz)
2009-10-01	1.4821	0.675	20591.2	25691.6	3143782.195	14541900000	74.08060606	1043.159	17.2361
2009-11-01	1.4908	0.67	18708	25270.8	2953968.931	14541900000	77.55230159	1127.036	17.8213
2009-12-01	1.4579	0.686	18971.5	25372.4	2867405.739	14541900000	74.88181818	1134.724	17.6422
2010-01-01	1.4266	0.7	18550.5	21293.2	3015527.494	14604800000	77.12108772	1117.963	17.749
2010-02-01	1.3680	0.731	17851.7	23124.6	3042764.516	14604800000	74.76301559	1095.413	15.873
2010-03-01	1.3570	0.737	20956.3	28264.1	3086573.953	14604800000	79.29768116	1113.337	17.1061
2010-04-01	1.3417	0.747	18949.9	24771.3	3306482.222	14745900000	84.18285714	1148.688	18.0623
2010-05-01	1.2563	0.795	19431.3	25738.8	3247840.655	14745900000	75.61831746	1205.434	18.4333
2010-06-01	1.2223	0.819	20334.7	27709.5	3144870.806	14745900000	74.725	1232.92	18.4548
2010-07-01	1.2811	0.782	18784.6	28484.6	3197232.487	14845500000	74.57940115	1192.966	17.9605
2010-08-01	1.2903	0.775	19356.4	27552.8	3267117.35	14845500000	75.82626984	1215.81	18.3877
2010-09-01	1.3103	0.764	20308.4	26630.3	3349481.653	14845500000	76.11624098	1270.977	20.5498
2010-10-01	1.3901	0.72	21831.3	28697.7	3474273.266	14939000000	81.71936508	1342.024	23.3933
2010-11-01	1.3654	0.733	20992.7	28213.4	3444408.453	14939000000	84.53406349	1369.886	26.5409
2010-12-01	1.3221	0.757	22243.2	28783.6	3464260.951	14939000000	90.00596179	1390.553	29.3248
2011-01-01	1.3371	0.748	20214.6	26134.3	3464130.286	14881300000	92.69059524	1360.46	28.5086
2011-02-01	1.3656	0.732	19906.2	26833.4	3474056.16	14881300000	97.91419201	1374.68	30.7785
2011-03-01	1.4020	0.714	24387.9	33504.6	3335476.204	14881300000	108.6452174	1423.26	35.8135
2011-04-01	1.4460	0.692	23446.6	31133.8	3326153.361	14989600000	116.2431667	1480.89	42.6952
2011-05-01	1.4335	0.698	22720.2	31676.9	3290048.575	14989600000	108.068513	1512.58	37.3359
2011-06-01	1.4403	0.694	23324.5	32344.6	3186288.83	14989600000	105.8454545	1529.36	35.795
2011-07-01	1.4275	0.7	21405.9	30174.7	3128457.032	15021100000	107.9166111	1572.75	37.9171
2011-08-01	1.4333	0.698	22366.1	31368.8	3211330.066	15021100000	100.4864251	1759.01	40.3313
2011-09-01	1.3747	0.727	23188	29529	3202845.707	15021100000	100.8193506	1772.14	38.1545
2011-10-01	1.3732	0.729	23353.8	31525.2	3180117.632	15190300000	99.84775397	1666.43	31.9748
2011-11-01	1.3558	0.737	22003.9	31741.9	3090651.407	15190300000	105.4050144	1739	33.0818
2011-12-01	1.3155	0.761	22750.8	32496.8	3028683.459	15190300000	104.2304762	1639.97	30.3032
2012-01-01	1.2910	0.775	21097	29591.8	2964507.002	15291000000	107.0745723	1654.05	30.6509
2012-02-01	1.3238	0.755	22540.1	28539.4	2993931.39	15291000000	112.6875238	1744.82	34.1405
2012-03-01	1.3208	0.757	25209.9	34910	3105674.003	15291000000	117.785	1675.95	32.9532
2012-04-01	1.3160	0.76	22361	31285.8	3119439.818	15362400000	113.6655	1649.2	31.5255
2012-05-01	1.2806	0.782	22855.2	33452.2	3087404.493	15362400000	104.0860343	1589.04	28.7196
2012-06-01	1.2541	0.798	23210	31455	3156283.596	15362400000	90.72825397	1598.76	27.9836
2012-07-01	1.2278	0.814	20608.1	33344	3194099.734	15380800000	96.75411255	1594.29	27.4318
2012-08-01	1.2406	0.806	21479.2	33040.8	3202617.333	15380800000	105.273637	1630.31	28.8002
2012-09-01	1.2885	0.777	21338.1	29522.7	3111351.036	15380800000	106.2849649	1744.81	33.6085
2012-10-01	1.2974	0.771	21685.7	32520.8	3113461.198	15384300000	103.4078656	1746.58	33.1874
2012-11-01	1.2837	0.779	21365.2	33649.2	3101346.563	15384300000	101.1744156	1721.64	32.7732
2012-12-01	1.3119	0.762	21623.2	30443.7	3150379.71	15384300000	101.1936667	1684.762	31.8745
2013-01-01	1.3304	0.752	20251.6	28557	3117931.373	15457200000	105.1002165	1671.847826	31.06173913
2013-02-01	1.3347	0.75	20151.7	29169.6	3176055.26	15457200000	107.6374357	1627.57	30.3288
2013-03-01	1.2953	0.772	23005.5	33388.2	3184536.048	15457200000	102.5225	1593.08619	28.79095238
2013-04-01	1.3025	0.768	21016.1	33301.9	3267186.903	15500200000	98.8519697	1487.857273	25.355
2013-05-01	1.2983	0.771	22469	33149.4	3231913.63	15500200000	99.36663341	1414.026957	23.03826087
2013-06-01	1.3197	0.759	22828.2	30318	3280613.699	15500200000	99.74266667	1343.35	21.109
2013-07-01	1.3088	0.765	20883	34817.2	3271775.477	15614400000	105.2579051	1285.515652	19.71021739
2013-08-01	1.3314	0.751	21962.7	31303.8	3280714.754	15614400000	108.1576364	1351.741818	21.89386364
2013-09-01	1.3364	0.749	22712.1	31394.5	3321553.527	15614400000	108.7577302	1348.6	22.5638
2013-10-01	1.3646	0.733	23282.3	37074.7	3323340.884	15761500000	105.4271344	1316.58	21.917
2013-11-01	1.3491	0.741	22730.1	33064.1	3305080.769	15761500000	102.6264912	1275.86	20.7576
2013-12-01	1.3708	0.73	20794.1	32105	3269155.978	15761500000	105.4816508	1221.511905	19.67
2014-01-01	1.3618	0.734	21553.7	30465.9	3263343.843	15724900000	102.0966667	1244.27	19.874
2014-02-01	1.3665	0.732	20903.8	29654.4	3211199.867	15724900000	104.8266667	1299.58	20.845
2014-03-01	1.3828	0.723	24566.6	36641.3	3111756.258	15724900000	104.04	1336.08	20.716
2014-04-01	1.3810	0.724	23361.4	37248.2	3058196.705	15901500000	104.8666667	1298.45	19.736
2014-05-01	1.3739	0.728	24231.4	36852.3	3012381.024	15901500000	105.7133333	1288.74	19.342
2014-06-01	1.3595	0.736	24624.6	35873.1	2971572.906	15901500000	108.3733333	1279.1	19.892
2014-07-01	1.3533	0.739	23363	36822.6	2814287.442	16068800000	105.2266667	1310.59	20.923
2014-08-01	1.3315	0.751	23553.4	34564.9	2747204.54	16068800000	100.05	1295.13	19.736
2014-09-01	1.2889	0.775	21988.5	33867.1	2619358.442	16068800000	95.85	1236.55	18.369
2014-10-01	1.2677	0.789	23861.7	36592.5	2625915.676	16151400000	86.08	1222.49	17.163
2014-11-01	1.2473	0.801	22003.9	34011.3	2710906.25	16151400000	76.99333333	1175.33	15.966
2014-12-01	1.2329	0.812	22130.5	35606.9	2723062.78	16151400000	60.70333333	1200.62	16.295
2015-01-01	1.1615	0.86	22265.7	31588.8	2687387.789	16177300000	47.10666667	1250.75	17.236
2015-02-01	1.1350	0.881	22269.1	31602.8	2720306.793	16177300000	54.79	1227.08	16.787
2015-03-01	1.0819	0.924	24188.3	36857.8	2741678.451	16177300000	52.82666667	1178.63	16.24
2015-04-01	1.0822	0.925	23623	36961.3	2755348.764	16333600000	57.54333333	1198.93	16.341
2015-05-01	1.1167	0.896	23444.3	35937.4	2628360.557	16333600000	62.50666667	1198.63	16.833
2015-06-01	1.1226	0.892	22908.9	37363.1	2671307.625	16333600000	61.30666667	1181.5	16.075
2015-07-01	1.0997	0.909	21687.7	36868.8	2667747.614	16414000000	54.34	1128.31	15.053
2015-08-01	1.1136	0.898	21200.7	35021.9	2726899.446	16414000000	45.69	1117.93	14.941
2015-09-01	1.1229	0.891	22837.3	34660.1	2735999.221	16414000000	46.28	1124.77	14.75
2015-10-01	1.1228	0.89	24433.4	37784.4	2797465.306	16470600000	46.95666667	1159.25	15.813
2015-11-01	1.0727	0.933	22022.3	35835	2797465.306	16470600000	43.11333333	1086.44	14.452
2015-12-01	1.0889	0.918	21807.2	35524.3	2797465.306	16470600000	36.57333333	1075.74	14.127
2016-01-01	1.0855	0.922	20455.1	29287.7			29.78	1097.91	14.106
2016-02-01	1.1092	0.902	22534	32450.1			31.03	1199.5	15.167
2016-03-01	1.1134	0.899	24599.2	37675.1			37.34	1245.14	15.465
2016-04-01	1.1346	0.882					40.75	1242.26	16.36
2016-05-01	#N/A								
